market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
MCIOKC,0,0,0,0,0,1,0.312999994,0.605855465,0.561136305,5.199999809,3.020537853,1.436634302,0,0,0.652792811,0.53477478,0.313513517,0.358558565,0.058558557,0.487387419,1.031410098,1.031410098,2.274129391,2.322326422,0,0
MCIORD,1,0,1,0,0,0,0.402999997,0.546077907,0.155067578,2.349999905,3.369054794,4.141469955,0,0,0.639198065,0.510068893,0.49063772,0.39515987,0.058558557,0.220720723,0,0.989650667,0,0.803373218,0,0
MCIORF,1,1,0,1,0,0,1.021000028,1.038401008,0.228941053,4.449999809,2.999935627,1.719820261,0,0,0.492792785,0.594774723,0.220180184,0.439639658,0.058558557,0.220720723,0.093754306,0.000622068,0.093754306,0.072663762,0,0
MCIPBI,0,1,0,1,0,1,1.212000012,1.220346689,0.421313316,3.5,3.805011749,1.469713807,0,0,0.365963519,0.707701564,0.192375302,0.401834756,0.058558557,0.360964626,0.275987267,0.020327426,0.275987267,0.153660938,0,0
MCIPDX,1,1,1,1,1,1,1.480999947,1.90264678,0.561136305,2.949999809,3.22846961,1.919488788,0,0,0.556529045,0.565983534,0.515345037,0.417532921,0.131868139,0.396544904,0.399624258,0.399624258,0.026084142,0.225118756,0,0
MCIPNS,0,1,0,0,0,0,0.742999971,0.773014963,0.218125761,3.950000048,2.826167107,0.883068442,0,0,0.292792797,0.693379402,0.180180177,0.38382569,0.058558557,0.220720723,0.430486143,0.296196461,0.611046553,0.522719562,0,0
MCIPVD,0,1,0,1,0,1,1.233999968,1.293130398,0.422890365,4.5,3.135584831,1.72564733,0,0,0.497018158,0.542380393,0.313982993,0.46358332,0.058558557,0.474241853,0.011360354,0.018956017,0.011360354,0,0,0
MCIRDU,1,1,0,1,1,1,0.903999984,0.9127267,0.498946786,4.099999905,3.316594601,1.2468853,0,0,0.499314547,0.617166042,0.25626713,0.415442616,0.141304344,0.43811202,0.158485204,0.025950609,0.158485204,0.035323557,0,0
MCIRIC,1,1,0,1,0,0,0.950999975,0.971648276,0.523546576,4.300000191,3.205248356,1.439435959,0,0,0.447965205,0.619602323,0.231904313,0.536191344,0.058558557,0.220720723,0.09577886,0,0.09577886,0.082423776,0,0
MCIROC,0,0,0,0,0,0,0.925000012,1.00969696,0.551975608,2.900000095,3.117845535,1.391199589,0,0,0.488871217,0.353206128,0.35665077,0.502384782,0.098039217,0.220720723,0.003078283,0.07838656,0.003078283,0,0,0
MCIRSW,1,1,0,1,0,0,1.154999971,1.169770479,0.264955878,7.100000381,3.168995857,0.925111949,0,0,0.479539782,0.630196452,0.192228377,0.380603492,0.108433738,0.220720723,0.277453572,0.044967111,0.31884405,0.21920678,0.000130525,0.000130525
MCISAN,1,1,1,1,1,1,1.332999945,1.713329554,0.561136305,3.899999857,3.307849646,2.308470488,0,0,0.602710128,0.555766463,0.407452911,0.382250011,0.089755043,0.414935589,0.221125662,0.221125662,0.036939777,0.008532467,0,0
MCISAT,1,0,0,1,1,1,0.70599997,0.923021853,0.561136305,2.900000095,2.96339798,1.804047585,0,0,0.624568462,0.61122334,0.292329699,0.374968439,0.058558557,0.426328182,0.002250001,0.002250001,0.877017438,0.181524262,0.001500981,0.001500981
MCISDF,1,1,0,0,0,1,0.490999997,0.511461198,0.561136305,3.5,3.128354073,1.478298545,0,0,0.47522521,0.632882833,0.254504502,0.367117107,0.058558557,0.45045045,0.4007653,0.264503509,0.4007653,0.90056169,0,0
MCISEA,1,1,1,1,1,1,1.488999963,1.909886718,0.561136305,2.349999905,3.501491308,2.401834011,0,0,0.558665812,0.564457297,0.434148431,0.47522521,0.103174604,0.37151438,0.421240121,0.421707094,0.042582616,0.200215146,0,0
MCISFO,1,1,1,1,1,0,1.498999953,1.90598166,0.112048075,1.399999976,3.99732852,2.790581465,0,0,0.578507066,0.543682337,0.507911265,0.435309261,0.09065789,0.220720723,0.281264096,0.281264096,0,0.033135209,0,0
MCISHV,1,0,0,0,0,0,0.474999994,0.615410745,0.518444419,4.5,2.885655165,0.837782145,0,0,0.633701921,0.683865666,0.180180177,0.225225225,0.058558557,0.220720723,0.368042767,0.368042767,1.390277267,0.760237217,0.001156134,0.001156134
MCISJC,1,1,1,1,0,1,1.478999972,1.885132313,0.296376467,1.399999976,3.99732852,2.790581465,0,0,0.698198199,0.45045042,0.477477491,0.353603601,0.058558557,0.463963985,0.281018734,0.281018734,0,0.028393192,0,0
MCISLC,0,1,1,0,0,1,0.91900003,1.336467981,0.561136305,4.399999619,3.063984871,1.354997754,0,0,0.545540094,0.681368172,0.438421965,0.329620838,0.090981096,0.440500945,0.574206769,0.574206769,0.001310762,0.503129303,0,0
MCISMF,1,1,1,1,0,1,1.442000031,1.852433324,0.561136305,4.599999905,3.151568413,1.86575675,0,0,0.563063025,0.477477461,0.511261284,0.394144148,0.058558557,0.484234214,0.308915168,0.308915168,0,0.062750235,0,0
MCISNA,1,1,1,1,0,0,1.342000008,1.72823441,0.30749619,3.950000048,3.218581915,4.837107182,0,0,0.653552294,0.420344383,0.471319437,0.326491058,0.058558557,0.277682751,0.238219753,0.238219753,0.024704775,0.0151198,0,0
MCISRQ,0,1,0,1,0,0,1.077999949,1.093368649,0.363405675,4.849999905,3.460837126,1.062605858,0,0,0.292792797,0.74352479,0.180180177,0.379222989,0.058558557,0.220720723,0.302502126,0.054345977,0.347695321,0.257281542,0.000230779,0.000230779
MCISTL,1,0,0,0,0,1,0.237000003,0.289059281,0.561136305,2.449999809,3.187836885,2.251681328,0,0,0.630399644,0.40297991,0.295564801,0.379071385,0.058558557,0.425848931,1.781908751,2.561715126,1.781908751,2.552182674,0,0
MCISYR,0,0,0,1,0,0,1.003000021,1.083251715,0.364549071,2,2.973238945,1.101257443,0,0,0.449042797,0.472691417,0.242680177,0.504222989,0.058558557,0.220720723,0.003603569,0.060782254,0.003603569,0,0,0
MCITPA,1,1,0,1,0,1,1.047999978,1.060589314,0.102310307,3.599999905,3.078335524,2.134403229,0,0,0.497517228,0.640916467,0.29041639,0.398453593,0.090551183,0.378201038,0.323953062,0.047910735,0.349826247,0.255497694,0,0
MCITUL,0,0,0,0,0,1,0.223000005,0.495223433,0.561136305,6.050000191,3.179838181,1.272263765,0,0,0.717035234,0.464168698,0.278665036,0.225225225,0.058558557,0.501023769,2.128739834,2.128739834,3.422516108,3.52592659,0.0018912,0.0018912
MCITUS,1,0,1,1,0,1,1.036000013,1.394396544,0.561136305,3.700000048,2.852607965,1.267155647,0,0,0.59714061,0.455934167,0.317861319,0.38640815,0.058558557,0.351155519,0.226892188,0.226892188,0.128912374,0.111263789,0,0
MCITYS,0,1,0,0,0,0,0.63499999,0.636417747,0.561136305,3.25,2.982451677,1.079308748,0,0,0.318433821,0.749133706,0.218641713,0.2893278,0.058558557,0.220720723,0.380032748,0.203310996,0.380032748,0.548533797,0,0
MCOMDT,0,1,0,1,0,0,0.851000011,1.656430721,0.439537078,3.5,2.891017199,0.933698237,0,0,0.366379321,0.454202592,0.273275852,0.620043099,0.089655176,0.155172408,0.877595901,0.201651976,0.877595901,0.035530493,0.001579455,0.008787915
MCOMDW,0,0,0,1,1,1,0.989000022,1.192452312,0.155067578,2.599999905,3.115391731,3.963306904,0,0,0.277093589,0.344827592,0.148275867,0.28497538,0.239655182,0.49802956,0.032297842,0.005513406,0.032297842,0.064515457,0.001063332,0.001063332
MCOMEM,0,1,0,1,1,0,0.683000028,1.072482467,0.472719043,4.399999619,2.847038507,1.441117048,0,0,0.372958243,0.621143341,0.194328502,0.595689654,0.221234128,0.155172408,1.068018556,0.075720772,1.191301107,0.434412509,0,0.947746754
MCOMFE,1,0,0,1,0,0,1.050999999,1.771253705,0.365641415,6.350000381,2.076699018,1.004681945,0,0,0.472148538,0.344827592,0.148275867,0.689655185,0.089655176,0.155172408,0.380791068,0.309600174,1.13499856,0.110780492,0,0.090237372
MCOMIA,1,0,0,0,0,0,0.193000004,1.916060448,0.211625397,4,2.958785057,2.955452204,0,0,0.559963405,0.663411677,0.258895338,0.421757698,0.178150743,0.155172408,9.88676548,4.179204464,10.4193449,4.809020519,0.000329843,7.99183321
MCOMKE,1,1,1,1,1,0,1.065999985,1.25737834,0.472719043,3.599999905,3.048523903,1.603218675,0,0,0.46360153,0.517667115,0.321115375,0.603405714,0.161217541,0.155172408,0.006154588,0.006765398,0.006154588,0.050518099,0.001025001,0.004544543
MCOMOB,0,1,0,0,0,0,0.444000006,1.389995098,0.472719043,2.799999952,2.457517862,0.826874733,0,0,0.241379306,0.830121696,0.148275867,0.220689654,0.089655176,0.155172408,2.423430204,0.589425564,3.020524025,1.241362453,0,1.865022898
MCOMSY,1,1,0,0,1,1,0.550000012,1.412780523,0.472719043,5.149999619,2.764653206,1.496587396,0,0,0.458770603,0.697001517,0.248275876,0.402698636,0.172263861,0.359520227,1.598232865,0.505690813,2.351344585,1.035819888,0,1.087240815
MCOOAK,1,1,1,1,0,1,2.437000036,2.549238205,0.112048075,1.649999976,3.743665695,2.670532703,0,0,0.515351892,0.46811527,0.470193684,0.312942833,0.089655176,0.483939528,0,0,0.024504326,0.000924368,0,0.000924368
MCOOKC,1,1,0,1,0,1,1.067999959,1.2588346,0.472719043,5.449999809,2.766875267,1.3748312,0,0,0.601379335,0.604827583,0.281609207,0.35402298,0.089655176,0.421839088,0.083349451,0.083349451,0.589209616,0.167296454,0,0.184545055
MCOOMA,1,1,1,1,1,1,1.210000038,1.209319949,0.472719043,3.75,2.980296373,1.150841832,0,0,0.620167196,0.443312436,0.451306164,0.478265405,0.099216305,0.367293626,0.173580453,0.011329033,0.173580453,0.140974671,0,0.010455878
MCOORD,1,1,1,1,1,0,1.004999995,1.199057102,0.155067578,2.599999905,3.115391731,3.963306904,0,0,0.587784529,0.580121696,0.45873338,0.390624285,0.089655176,0.155172408,0.000433623,0.004619845,0.000433623,0.062741831,0.000433623,0.000555632
MCOORF,0,1,0,1,0,0,0.654999971,1.691380143,0.228941053,4.699999809,2.746272802,1.645834923,0,0,0.441379309,0.664827585,0.188275874,0.513793111,0.089655176,0.155172408,1.62672627,0.40262872,1.62672627,0.156671569,0.00089335,0.446451843
MCOPBI,0,0,0,0,0,1,0.142000005,1.873325944,0.421313316,3.75,3.551349163,1.406487703,0,0,0.314550042,0.777754426,0.160470992,0.475988209,0.103153914,0.295416296,13.66433907,5.684401035,14.14281178,6.469487667,0.002403689,10.78074932
MCOPDX,1,1,1,1,1,1,2.53399992,2.555625916,0.472719043,3.199999809,2.974806786,1.836913705,0,0,0.505115569,0.636036396,0.483440697,0.412997365,0.131868139,0.330996573,0.02368954,0.014160927,0,0.054608401,0,0.005456456
MCOPHF,0,0,0,0,1,0,0.662,1.673015594,0.228941053,4.699999809,2.746272802,1.645834923,0,0,0.241379306,0.344827592,0.148275867,0.220689654,0.589655161,0.155172408,1.56520617,0.375998884,1.56520617,0.132508054,0.000959414,0.403957874
MCOPVD,1,1,0,1,1,1,1.072999954,1.946109653,0.422890365,4.75,2.881922007,1.651411414,0,0,0.445604652,0.612433195,0.282078683,0.537736773,0.089655176,0.408693522,0.725816667,0.216687888,0.725816667,0.023201322,0.00020091,0.039140202
MCORDU,1,1,0,1,1,1,0.533999979,1.565705776,0.472719043,4.349999905,3.062931776,1.193245292,0,0,0.44790104,0.687218904,0.22436282,0.463793099,0.189580202,0.37256372,2.091860056,0.421464205,2.091860056,0.120529346,0.001709784,0.95409286
MCORIC,0,1,0,1,0,0,0.666999996,1.624627471,0.472719043,4.550000191,2.95158577,1.377512455,0,0,0.396551728,0.689655185,0.200000003,0.610344827,0.089655176,0.155172408,1.467568636,0.324548006,1.467568636,0.086431548,0.001243763,0.362124979
MCOROC,0,1,1,1,1,0,1.032999992,1.662676096,0.472719043,3.150000095,2.864182711,1.33135128,0,0,0.43745774,0.42325896,0.32474646,0.576538205,0.115280598,0.155172408,0.482700884,0.116016664,0.482700884,0.008642294,0.001311222,0.031366043
MCORSW,0,0,0,0,0,0,0.133000001,1.822749615,0.264955878,7.350000381,2.915333271,0.885314286,0,0,0.428126276,0.700249314,0.160324067,0.454756975,0.198088914,0.155172408,14.01236629,5.913421631,14.99283695,7.049729347,0.00374632,11.75595093
MCOSAN,1,1,1,1,1,1,2.148000002,2.366308928,0.472719043,4.149999619,3.054186821,2.209161758,0,0,0.551296651,0.625819325,0.375548601,0.377714455,0.089655176,0.349387288,0.000440544,0.000440544,0.114522867,0,0,0
MCOSAT,1,1,0,1,0,1,1.039999962,1.576000929,0.472719043,3.150000095,2.709735155,1.72643888,0,0,0.573154986,0.681276202,0.260425389,0.470028996,0.089655176,0.360779881,0.181513742,0.181513742,0.968165934,0.000904377,0,0
MCOSDF,0,1,0,1,1,1,0.717999995,1.164440393,0.472719043,3.75,2.874691486,1.414703131,0,0,0.423811734,0.702935696,0.222600192,0.382712007,0.089655176,0.38490212,0.798827767,0.010493201,0.798827767,0.120390743,0.001865908,0.755950689
MCOSEA,1,1,1,1,1,1,2.552999973,2.562865973,0.472719043,2.599999905,3.247828722,2.298508883,0,0,0.507252336,0.634510159,0.402244151,0.470689654,0.103174604,0.305966079,0.033336338,0.010436175,0.004371293,0.059024654,0,0.001074678
MCOSFO,1,1,1,1,1,0,2.444999933,2.558960915,0.112048075,1.649999976,3.743665695,2.670532703,0,0,0.527093589,0.613735199,0.476006985,0.430773675,0.089655176,0.155172408,0,0,0.025291471,0.000384834,0,0.000384834
MCOSHV,1,1,0,0,0,0,0.795000017,1.26838994,0.472719043,4.75,2.631992579,0.801741302,0,0,0.582288384,0.753918529,0.148275867,0.235109717,0.089655176,0.155172408,0.472963661,0.199763224,1.187628031,0.311820239,0,0.330225676
MCOSJC,1,1,1,1,0,1,2.41899991,2.53811121,0.296376467,1.649999976,3.743665695,2.670532703,0,0,0.646784723,0.520503283,0.445573151,0.349068046,0.089655176,0.398415655,0,0,0.028481189,0,0,0
MCOSLC,1,1,1,1,1,1,1.92900002,1.989447236,0.472719043,4.649999619,2.810322046,1.296706796,0,0,0.494126558,0.751420975,0.406517625,0.325085253,0.089655176,0.374952614,0.020156473,0.020156473,0.001533947,0.059556074,0,0.030155353
MCOSMF,1,1,1,1,0,1,2.407000065,2.505412579,0.472719043,4.849999905,2.897905588,1.785493255,0,0,0.511649549,0.547530293,0.479356945,0.389608562,0.089655176,0.418685913,0.000682011,0.000682011,0.01751321,0.009454439,0,0.009454439
MCOSNA,1,1,1,1,0,0,2.186000109,2.381213665,0.30749619,4.199999809,2.96491909,4.629018307,0,0,0.602138817,0.490397215,0.439415097,0.321955472,0.089655176,0.212134436,0,0,0.091906771,0,0,0
MCOSTL,1,1,1,1,0,1,0.879999995,0.942038536,0.472719043,2.699999809,2.934174299,2.154815674,0,0,0.578986168,0.473032713,0.263660491,0.374535799,0.089655176,0.360300601,0.435335189,0.007715676,0.435335189,0.184988961,0.000672566,0.409907818
MCOSYR,0,1,0,1,1,0,1.052999973,1.736230969,0.364549071,2.25,2.719576359,1.053882241,0,0,0.397629321,0.542744279,0.210775867,0.578376412,0.089655176,0.155172408,0.529341877,0.136569664,0.529341877,0.018079737,0.001182447,0.007911849
MCOTOL,1,1,0,1,1,0,0.917999983,1.335598826,0.472719043,2.049999952,2.751058578,1.061273456,0,0,0.433687001,0.614058375,0.148275867,0.489920437,0.358885944,0.155172408,0.327279806,0.022797164,0.327279806,0.019074284,0.001235862,0.300857574
MCOTRI,0,1,0,0,0,0,0.558000028,1.359761596,0.472719043,3.899999857,2.471057892,0.557505429,0,0,0.241379306,0.79482758,0.198275864,0.220689654,0.089655176,0.155172408,1.662418723,0.129614383,1.662418723,0.055135638,0.001700671,1.064567327
MCOTUL,1,1,0,1,0,1,1.004999995,1.148202658,0.472719043,6.300000191,2.926175356,1.217532039,0,0,0.665621758,0.53422153,0.246760726,0.303291529,0.089655176,0.435475439,0.212830618,0.070374206,0.582093179,0.274677396,0,0.287952095
MCOTUS,1,1,0,1,0,0,1.782999992,2.047375679,0.472719043,3.950000048,2.598945379,1.212643623,0,0,0.545727134,0.525987029,0.285957038,0.363668174,0.089655176,0.285607189,0.005185695,0.005185695,0.223391816,0.000781373,0,0.003146169
MCOTYS,0,1,0,1,0,0,0.532000005,1.289396882,0.472719043,3.5,2.728788853,1.032877803,0,0,0.267020345,0.819186568,0.186737403,0.284792215,0.089655176,0.155172408,1.782149196,0.044435773,1.782149196,0.213814184,0.001568902,1.351989508
MDTMIA,0,0,0,1,0,0,1.013000011,1.840741038,0.211625397,3.900000095,3.134684086,1.616490126,0,0,0.443584085,0.427959085,0.23561947,0.614214599,0.088495575,0,0.767913222,0.199184522,0.767913222,0.050380576,0.001687896,0.004799364
MDTMKE,0,0,0,1,0,0,0.606999993,1.18205893,0.439537078,3.5,3.224422693,0.876883447,0,0,0.347222209,0.282214522,0.297839522,0.548225284,0.154320985,0,0.086529352,0.227792859,0.086529352,0,0,0.09314578
MDTMSY,0,1,0,1,0,0,1.036000013,1.337461233,0.439537078,5.050000191,2.940552235,0.818561316,0,0,0.342391312,0.461548924,0.224999994,0.527989149,0.082608692,0.204347819,0.380503774,0.007063229,0.380503774,0.025671292,0.007063229,0.030365461
MDTORD,1,0,1,0,0,0,0.593999982,1.123737812,0.155067578,2.5,3.291290522,2.167737961,0,0,0.471405238,0.344669104,0.435457528,0.533701003,0.01633987,0,0,0.16473943,0,0,0.007160739,0.007160739
MDTPBI,0,1,0,1,0,0,0.950999975,1.798006535,0.421313316,3.650000095,3.727247953,0.769281149,0,0,0.198170722,0.542301834,0.137195125,0.66844511,0.054878049,0.140243903,0.826752603,0.224366516,0.826752603,0.055269998,0.00140798,0.004526293
MDTPNS,0,0,0,1,0,0,0.890999973,1.350674748,0.218125761,4.100000381,2.748403311,0.462217808,0,0,0.125,0.527979612,0.125,0.650436044,0,0,0.557522655,0,0.557522655,0.010834802,0,0.027688932
MDTRSW,0,0,0,1,0,0,0.984000027,1.747430325,0.264955878,7.25,3.091232061,0.484224349,0,0,0.311746985,0.464796692,0.137048185,0.647213876,0.108433738,0,0.741880119,0.153122574,0.741880119,0.029988358,0.001420184,0.007226897
MDTSAN,0,0,0,0,0,0,2.289000034,2.290989399,0.439537078,4.050000191,3.23008585,1.20830512,0,0,0.434917361,0.390366733,0.352272749,0.52195251,0.053719006,0.19421488,0.009549109,0,0.009549109,0,0,0
MDTSAT,1,1,0,0,0,0,1.429999948,1.500681639,0.439537078,3.050000191,2.885634184,0.944279015,0,0,0.456775695,0.44582361,0.237149537,0.40625,0.009345794,0.205607474,0.031984299,0.014574854,0.142556012,0.01416323,0.023674386,0.023674386
MDTSEA,0,0,0,1,0,0,2.296999931,2.487546682,0.439537078,2.5,3.423727751,1.257173777,0,0,0.390873015,0.399057537,0.378968269,0.541170657,0.103174604,0.150793657,0.004341175,0.038629171,0.004341175,0,0,0.005700157
MDTSFO,1,0,1,0,0,0,2.437999964,2.483641624,0.112048075,1.550000072,3.919564486,1.460652828,0,0,0.410714298,0.378282577,0.452731103,0.561712205,0.054621849,0,0,0.007934069,0,0,0,0
MDTSRQ,0,0,0,1,0,0,0.941999972,1.671028495,0.363405675,5,3.38307333,0.556191742,0,0,0.125,0.578125,0.125,0.645833313,0.020833334,0,0.74475652,0.129851967,0.74475652,0.019823985,0.001755895,0.009919444
MDTSTL,0,0,1,1,0,0,0.73299998,0.866719186,0.439537078,2.599999905,3.110073328,1.178580523,0,0,0.462606847,0.237580135,0.240384609,0.534455121,0.004273504,0.205128208,0.159696445,0.001572259,0.159696445,0.003282742,0.105086468,0.098623902
MDTTPA,0,1,0,1,0,0,0.903999984,1.638249159,0.102310307,3.75,3.000571728,1.117194533,0,0,0.329724431,0.475516737,0.235236228,0.626722455,0.090551183,0.157480314,0.775844097,0.134896204,0.775844097,0.018900778,0.001558625,0.010758121
MDTTUS,0,0,0,0,0,0,1.976999998,1.972056389,0.439537078,3.850000143,2.774844408,0.663257658,0,0,0.429347813,0.290534437,0.262681156,0.40625,0.028985508,0.130434781,0.024920681,0,0.024920681,0,0.005131461,0.005131461
MDWMEM,0,0,0,0,1,0,0.479999989,0.533184707,0.155067578,3.399999857,3.247312069,3.345796347,0,0,0.167293236,0.276315778,0.046052631,0.439285725,0.281578958,0.342857152,0.055686887,0.356318146,0.055686887,0.746334612,0.000640488,0.000640488
MDWMIA,0,0,0,0,1,0,1.182000041,1.376762748,0.155067578,3,3.359059095,6.861581326,0,0,0.354298383,0.318584085,0.11061947,0.236536026,0.238495588,0.342857152,0.02707658,0.003909348,0.02707658,0.04535098,0.000943102,0.000943102
MDWMSY,0,0,0,0,1,1,0.824999988,0.873482764,0.155067578,4.150000095,3.164927006,3.474580288,0,0,0.253105581,0.352173924,0.100000001,0.242546588,0.232608706,0.547204971,0.034315668,0.151337743,0.034315668,0.400100172,0.001298606,0.001298606
MDWOAK,0,0,0,0,0,1,1.843999982,2.009940624,0.112048075,0.649999976,4.143939495,6.200092316,0,0,0.309686899,0.12328767,0.321917802,0.205479458,0.150000006,0.671624303,0.00059784,0.219639584,0.00059784,0.041920956,0,0
MDWOKC,0,0,0,0,0,1,0.690999985,0.719536841,0.155067578,4.450000286,3.167148829,3.191903114,0,0,0.395714313,0.25999999,0.13333334,0.197619051,0.150000006,0.609523833,0.023656908,0.406804174,0.023656908,0.509114981,0,0
MDWOMA,0,0,0,0,0,1,0.423000008,0.67002213,0.155067578,2.75,3.380569935,2.671873569,0,0,0.414502174,0.098484851,0.303030312,0.321861476,0.150000006,0.554978371,0.016792748,1.034692764,0.016792748,0.488803148,0,0
MDWORF,0,0,0,0,0,0,0.703999996,1.152082443,0.155067578,3.700000048,3.146546602,3.821083546,0,0,0.235714287,0.319999993,0.039999999,0.328571439,0.150000006,0.342857152,0.037751023,0.041046318,0.037751023,0.038092528,0,0
MDWPBI,0,0,0,0,0,1,1.128000021,1.334028244,0.155067578,2.75,3.951622725,3.265398741,0,0,0.10888502,0.432926834,0.012195121,0.290766537,0.150000006,0.48310107,0.028679164,0.007286775,0.028679164,0.041782893,0.001251437,0.001251437
MDWPDX,0,0,0,0,1,1,1.751000047,2.016328335,0.155067578,2.200000048,3.375080585,4.264705658,0,0,0.299450576,0.291208804,0.335164845,0.256593406,0.150000006,0.518681347,0,0.26642254,0,0.01028472,0,0
MDWPHF,0,0,0,0,1,0,0.681999981,1.133717775,0.155067578,3.700000048,3.146546602,3.821083546,0,0,0.035714287,0,0,0.064285718,0.649999976,0.342857152,0.0384713,0.044345263,0.0384713,0.03812943,0,0
MDWPNS,0,0,0,0,0,0,0.781000018,0.886696398,0.155067578,3.200000048,2.972778082,1.961994767,0,0,0.035714287,0.418604642,0,0.272757471,0.150000006,0.342857152,0.038234502,0.098465182,0.038234502,0.365358323,0.0008398,0.0008398
MDWPVD,0,0,0,0,0,1,0.842000008,1.406811833,0.155067578,3.75,3.282195807,3.834030151,0,0,0.23993963,0.267605633,0.133802816,0.352515101,0.150000006,0.596378267,0.023601178,0.150419399,0.023601178,0,0,0
MDWRDU,0,0,0,0,1,1,0.632000029,1.026408076,0.155067578,3.349999905,3.463205576,2.770320177,0,0,0.242236018,0.342391312,0.076086953,0.278571427,0.215217397,0.560248435,0.046082508,0.010634121,0.046082508,0.127890095,0,0
MDWRSW,0,0,0,0,1,0,1.105000019,1.283451915,0.155067578,6.350000381,3.315606594,2.055406809,0,0,0.222461268,0.355421692,0.012048192,0.269535303,0.258433759,0.342857152,0.029066432,0.001375141,0.029066432,0.072468668,0.001249315,0.001249315
MDWSAN,0,0,0,0,1,1,1.728000045,1.827011108,0.155067578,3.149999857,3.454460621,5.128942013,0,0,0.345631659,0.280991733,0.227272734,0.221310526,0.150000006,0.537072062,0.003452654,0.136591941,0.003452654,0.008938966,0,0
MDWSAT,1,0,0,0,0,1,1.036000013,1.036703229,0.155067578,2.150000095,3.110008717,4.008219242,0,0,0.367489994,0.33644861,0.112149529,0.294659555,0.150000006,0.548464656,0.007585798,0.007585798,0.020235039,0.069405809,0,0
MDWSDF,0,0,0,0,0,1,0.270999998,0.625142634,0.155067578,2.75,3.274965048,3.284472227,0,0,0.218146712,0.358108103,0.074324325,0.206177622,0.150000006,0.572586894,0.113023035,0.225581765,0.113023035,0.970506072,0,0
MDWSEA,0,0,0,1,1,1,1.73300004,2.023568153,0.155067578,1.600000024,3.648102283,5.336376667,0,0,0.301587313,0.289682537,0.253968269,0.314285725,0.150000006,0.493650794,0,0.27349484,0,0.005036369,0,0
MDWSFO,1,0,0,0,1,0,1.855000019,2.019663095,0.112048075,0.649999976,4.143939495,6.200092316,0,0,0.321428597,0.268907577,0.327731103,0.274369746,0.150840342,0.342857152,0.000350154,0.216649726,0.000350154,0.039846644,0,0
MDWSJC,0,0,0,0,0,1,1.838000059,1.998813748,0.155067578,0.649999976,4.143939495,6.200092316,0,0,0.441119701,0.175675675,0.297297299,0.192664087,0.150000006,0.586100399,0.00052368,0.213763312,0,0.034406628,0,0
MDWSLC,0,0,0,0,1,1,1.258000016,1.450149536,0.155067578,3.649999857,3.210595608,3.010523558,0,0,0.288461566,0.406593412,0.258241773,0.168681324,0.150000006,0.562637389,0.002037546,0.346251279,0.002037546,0.061990079,0,0
MDWSMF,0,0,0,0,0,1,1.789999962,1.966114759,0.155067578,3.849999905,3.298179388,4.14532423,0,0,0.305984557,0.202702701,0.331081092,0.233204633,0.150000006,0.606370687,0.000573867,0.240122125,0.000573867,0.039627638,0,0
MDWSRQ,0,0,0,0,1,0,1.034999967,1.207050085,0.155067578,4.099999905,3.607448101,2.360889673,0,0,0.035714287,0.46875,0,0.26815477,0.150000006,0.342857152,0.030598132,0.001128,0.030598132,0.0939551,0.000988121,0.000988121
MDWSTL,0,0,0,0,0,1,0.250999987,0.402740717,0.155067578,1.700000048,3.334448099,5.002768517,0,0,0.373321146,0.128205135,0.115384616,0.21813187,0.150000006,0.547985375,0.088310458,1.212700725,0.088310458,1.658349276,0,0
MDWTPA,0,0,0,0,1,1,0.996999979,1.174270749,0.102310307,2.849999905,3.22494626,4.742200851,0,0,0.2404387,0.366141737,0.11023622,0.249043867,0.240551189,0.500337481,0.031566136,0.000795477,0.031566136,0.095943473,0.000789355,0.000789355
MDWTUL,0,0,0,0,0,0,0.583000004,0.608904839,0.155067578,5.300000191,3.326448917,2.826705933,0,0,0.459956735,0.189393938,0.098484851,0.127922088,0.150000006,0.623160183,0.029287558,0.531388283,0.029287558,0.653326392,0,0
MDWTUS,0,0,0,0,0,1,1.440000057,1.508077979,0.155067578,2.950000048,2.999218941,2.815356731,0,0,0.340062112,0.181159422,0.137681156,0.318840593,0.150000006,0.473291934,0.006511519,0.116201781,0.006511519,0.07662642,0,0
MEMMIA,0,1,0,1,1,0,0.860000014,1.256792903,0.211625397,4.800000191,3.090705633,2.494972467,0,0,0.450163037,0.594899893,0.156672105,0.494469017,0.220074534,0,0.802441955,0.07777369,0.964791536,0.351747304,0.000133993,0.671712339
MEMMKE,0,0,0,1,0,0,0.555999994,0.598110735,0.657358468,4.399999619,3.180444241,1.353426099,0,0,0.353801191,0.449155271,0.218892142,0.75771606,0.154320985,0,0.004222952,0.294404507,0.004222952,0.523488224,0.00130556,0.009173057
MEMMOB,0,0,0,0,0,0,0.317000002,0.730727494,0.530274451,3.599999905,2.589438438,0.698041916,0,0,0.131578952,0.761609912,0.046052631,0.375,0.131578952,0,2.056648016,0.99685812,3.009147882,1.821374893,0.99685812,1.872333288
